sentiment,text,text_length,word_count,text_raw,text_clean,clean_word_count,label
negative,"However , this increases signaling traffic which wastes network resources and allows fewer smartphones to connect .",115,17,"However , this increases signaling traffic which wastes network resources and allows fewer smartphones to connect .",however increase signaling traffic waste network resource allows fewer smartphones connect,11,0
neutral,"In a note to clients published , the Dutch broker described the company 's third quarter results as ` soft ' , although it also noted that Elcoteq retained its guidance , dealers said .",185,35,"In a note to clients published , the Dutch broker described the company 's third quarter results as ` soft ' , although it also noted that Elcoteq retained its guidance , dealers said .",note client published dutch broker described company third quarter result soft although also noted elcoteq retained guidance dealer said,19,1
neutral,M2 Communications disclaims all liability for information provided within information on on the world wide web .,112,17,M2 Communications disclaims all liability for information provided within information on on the world wide web .,communication disclaims liability information provided within information world wide web,10,1
neutral,Rosen was cautious about being too optimistic inregard to the second half of the year .,87,16,Rosen was cautious about being too optimistic inregard to the second half of the year .,rosen cautious optimistic inregard second half year,7,1
neutral,"The EB Tough VoIP Field Phone is equipped with an integrated speaker , Ethernet and SHDSL connectivity , and enables several innovative applications .",150,24,"The EB Tough VoIP Field Phone is equipped with an integrated speaker , Ethernet and SHDSL connectivity , and enables several innovative applications .",eb tough voip field phone equipped integrated speaker ethernet shdsl connectivity enables several innovative application,15,1
negative,The first ship has been delayed and is estimated to be completed in spring 2010 .,81,16,The first ship has been delayed and is estimated to be completed in spring 2010 .,first ship delayed estimated completed spring,6,0
negative,"Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route .",267,46,"Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route .",tallink silja attribute significant drop problem booking system taken operation october sale trailer ferry sky wind route stockholm riga passenger helsinki stockholm route,23,0
negative,Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .,119,20,Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .,finnlines estimated annual general meeting financially tough year due large investment,11,0
negative,"`` Adjustment to the fall in price level , in contrast , has been less effective .",82,17,"`` Adjustment to the fall in price level , in contrast , has been less effective .",adjustment fall price level contrast less effective,7,0
negative,17 March 2011 - Goldman Sachs estimates that there are negative prospects for the Norwegian mobile operations of Norway 's Telenor ASA OSL : TEL and Sweden 's TeliaSonera AB STO : TLSN in the short term .,204,38,17 March 2011 - Goldman Sachs estimates that there are negative prospects for the Norwegian mobile operations of Norway 's Telenor ASA OSL : TEL and Sweden 's TeliaSonera AB STO : TLSN in the short term .,march goldman sachs estimate negative prospect norwegian mobile operation norway telenor asa osl tel sweden teliasonera ab sto tlsn short term,21,0
positive,"To ensure low operational cost for radio networks , the BTS modules can be configured , software upgraded and diagnosed remotely .",130,22,"To ensure low operational cost for radio networks , the BTS modules can be configured , software upgraded and diagnosed remotely .",ensure low operational cost radio network bts module configured software upgraded diagnosed remotely,13,2
negative,"Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume .",294,56,"Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume .",based first quarter result existing order backlog new order prospect company expects full year sale contract gross margin stay healthy level operating profit margin lower due lower sale volume,29,0
positive,"Key shareholders of Finnish IT services provider TietoEnator Oyj on Friday rejected a hostile EUR1 .08 billion $ 1.67 billion offer from buyout shop Nordic Capital , giving new life to a possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA .",270,45,"Key shareholders of Finnish IT services provider TietoEnator Oyj on Friday rejected a hostile EUR1 .08 billion $ 1.67 billion offer from buyout shop Nordic Capital , giving new life to a possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA .",key shareholder finnish service provider tietoenator oyj friday rejected hostile billion billion offer buyout shop nordic capital giving new life possible counter offer blackstone group lp norwegian telecom telenor asa,30,2
neutral,"He answers questions on how many visitors Conversations gets , how big the team is and what the problems are when setting up social media channels .",148,27,"He answers questions on how many visitors Conversations gets , how big the team is and what the problems are when setting up social media channels .",answer question many visitor conversation get big team problem setting social medium channel,13,1
negative,stores 16 March 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said yesterday that it will cut a total of 28 jobs in its units Tiimari Retail Ltd and Gallerix Finland Ltd as a result of the closure of shops .,225,44,stores 16 March 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said yesterday that it will cut a total of 28 jobs in its units Tiimari Retail Ltd and Gallerix Finland Ltd as a result of the closure of shops .,store march finnish stationery gift retailer tiimari hel said yesterday cut total job unit tiimari retail ltd gallerix finland ltd result closure shop,23,0
neutral,"A local waste management company , Turun Seudun J+Ætehuolto , has planned to set up a 150,000 tonne waste-burning facility .",124,21,"A local waste management company , Turun Seudun J+Ætehuolto , has planned to set up a 150,000 tonne waste-burning facility .",local waste management company turun seudun j ætehuolto planned set tonne waste burning facility,14,1
neutral,"According to Chairman Michael Hornborg , the organizations has merely criticised Raisio 's weak performance .",109,16,"According to Chairman Michael Hornborg , the organizations has merely criticised Raisio 's weak performance .",according chairman michael hornborg organization merely criticised raisio weak performance,10,1
positive,"As a result , the Russia 's import restrictions on Finnish dairy companies will be canceled on 6 August 2010 .",110,21,"As a result , the Russia 's import restrictions on Finnish dairy companies will be canceled on 6 August 2010 .",result russia import restriction finnish dairy company canceled august,9,2
neutral,Finnish forestry company UPM-Kymmene and waste management company Lassila & Tikanoja said on Jan. 30 they were planning to produce ethanol and energy from commercial and industrial waste .,188,29,Finnish forestry company UPM-Kymmene and waste management company Lassila & Tikanoja said on Jan. 30 they were planning to produce ethanol and energy from commercial and industrial waste .,finnish forestry company upm kymmene waste management company lassila tikanoja said jan planning produce ethanol energy commercial industrial waste,19,1
negative,"Only the driver was left in the car with the suspect , who was kidnapped and forced at gunpoint to drive to Durham .",116,24,"Only the driver was left in the car with the suspect , who was kidnapped and forced at gunpoint to drive to Durham .",driver left car suspect kidnapped forced gunpoint drive durham,9,0
neutral,"PGE Belchatow runs the 4.44 GW Belchatow coal-fired power plant , and Fortum has intentions to start a CCS demonstration project jointly with Teollisuuden Voima Oyj ( TVO ) - another Finnish utility - at the their jointly owned 565MW Meri-Pori coal-fired facility .",265,44,"PGE Belchatow runs the 4.44 GW Belchatow coal-fired power plant , and Fortum has intentions to start a CCS demonstration project jointly with Teollisuuden Voima Oyj ( TVO ) - another Finnish utility - at the their jointly owned 565MW Meri-Pori coal-fired facility .",pge belchatow run gw belchatow coal fired power plant fortum intention start cc demonstration project jointly teollisuuden voima oyj tvo another finnish utility jointly owned meri pori coal fired facility,30,1
neutral,"The chain has been trying to cut its own costs , pressuring vendors such as fitness equipment manufacturer Precor to slash prices .",131,23,"The chain has been trying to cut its own costs , pressuring vendors such as fitness equipment manufacturer Precor to slash prices .",chain trying cut cost pressuring vendor fitness equipment manufacturer precor slash price,12,1
neutral,BioTie North-American licensing partner Somaxon Pharmaceuticals started a phase II-III clinical study in patients suffering from pathological gambling and a pilot phase II study in nicotine addiction smoking cessation .,219,30,BioTie North-American licensing partner Somaxon Pharmaceuticals started a phase II-III clinical study in patients suffering from pathological gambling and a pilot phase II study in nicotine addiction smoking cessation .,biotie north american licensing partner somaxon pharmaceutical started phase ii iii clinical study patient suffering pathological gambling pilot phase ii study nicotine addiction smoking cessation,25,1
neutral,"For 24-hour news , try ICIS news www.icis.com Click `` trial '' , then ICIS news",80,16,"For 24-hour news , try ICIS news www.icis.com Click `` trial '' , then ICIS news",hour news try icis news www icis com click trial icis news,12,1
neutral,He wore a black beanie-type cap and a black jacket .,52,11,He wore a black beanie-type cap and a black jacket .,wore black beanie type cap black jacket,7,1
negative,The administrators have indicated a need for 900 job cuts at the Irish insurer over the next 15 months .,104,20,The administrators have indicated a need for 900 job cuts at the Irish insurer over the next 15 months .,administrator indicated need job cut irish insurer next month,9,0
neutral,The products have a low salt and fat content .,46,10,The products have a low salt and fat content .,product low salt fat content,5,1
negative,The total need for staff cuts corresponds to about 300 man-years .,66,12,The total need for staff cuts corresponds to about 300 man-years .,total need staff cut corresponds man year,7,0
neutral,"According to product manager Lassi Hietanen , building a power plant that burns mixed waste in Helsinki may not be a good idea because this reduces the production of combined power plants using natural gas .",207,36,"According to product manager Lassi Hietanen , building a power plant that burns mixed waste in Helsinki may not be a good idea because this reduces the production of combined power plants using natural gas .",according product manager lassi hietanen building power plant burn mixed waste helsinki may good idea reduces production combined power plant using natural gas,23,1
negative,"According to Scanfil , demand for telecommunications network products has fluctuated significantly in the third quarter of 2006 , and the situation is expected to remain unstable for the rest of the year .",205,34,"According to Scanfil , demand for telecommunications network products has fluctuated significantly in the third quarter of 2006 , and the situation is expected to remain unstable for the rest of the year .",according scanfil demand telecommunication network product fluctuated significantly third quarter situation expected remain unstable rest year,16,0
negative,Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .,135,23,Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .,finnair belief strike cause daily net loss excess eur due canceled reservation passenger routing,14,0
negative,"HELSINKI Thomson Financial - Shares closed little changed , with Cargotec and Huhtamaki dropping sharply on disappointing second-quarter reports .",146,20,"HELSINKI Thomson Financial - Shares closed little changed , with Cargotec and Huhtamaki dropping sharply on disappointing second-quarter reports .",helsinki thomson financial share closed little changed cargotec huhtamaki dropping sharply disappointing second quarter report,15,0
negative,"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation .",248,43,"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation .",airline estimated cancellation flight due closure european airspace process recommencing traffic caused company loss including cost stranded passenger accommodation,19,0
negative,The announcement comes two weeks before a key licensing agreement expires between between the two companies which are embroiled in a disagreement over royalty payments for Texas Instrument chips which use Qualcomm-patented technology .,235,34,The announcement comes two weeks before a key licensing agreement expires between between the two companies which are embroiled in a disagreement over royalty payments for Texas Instrument chips which use Qualcomm-patented technology .,announcement come two week key licensing agreement expires two company embroiled disagreement royalty payment texas instrument chip use qualcomm patented technology,21,0
negative,"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .",185,32,"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .",finland op pohjola staff union boycotting group insurance sale task company refused take sale insurance account determining wage,18,0
negative,Ruukki Group calculates that it has lost EUR 4mn in the failed project .,72,14,Ruukki Group calculates that it has lost EUR 4mn in the failed project .,ruukki group calculates lost eur failed project,7,0
negative,"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .",122,23,"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .",samsung currently occupies third place lost ground quarter dropping share overall,11,0
negative,"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme .",121,24,"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme .",baltimore police fire pension billion lost million madoff ponzi scheme,10,0
negative,"Vanhanen said the strike would be `` extremely damaging '' as some 1,300 participants and reporters begin to arrive in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 miles ) north of Helsinki .",255,45,"Vanhanen said the strike would be `` extremely damaging '' as some 1,300 participants and reporters begin to arrive in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 miles ) north of Helsinki .",vanhanen said strike would extremely damaging participant reporter begin arrive finland one day eu summit russian president vladimir putin lahti kilometer mile north helsinki,24,0
negative,"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .",104,21,"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .",small firm suffering moment likely money trouble added,8,0
negative,Altogether Finnair has canceled over 500 flights because of the strike .,72,12,Altogether Finnair has canceled over 500 flights because of the strike .,altogether finnair canceled flight strike,5,0
negative,"Operating result , excluding one-off items , totaled EUR 9.1 mn compared to EUR 10.6 mn in continuing operations , excluding one-off items in 2004 .",148,26,"Operating result , excluding one-off items , totaled EUR 9.1 mn compared to EUR 10.6 mn in continuing operations , excluding one-off items in 2004 .",operating result excluding one item totaled eur mn compared eur mn continuing operation excluding one item,16,0
negative,"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .",274,54,"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .",dealer said share largely hit investor disappointment refining margin usd per barrel quarter performance shipping unit saw ebit drop mln eur mln eur year amid fall volume tanker rate,29,0
negative,"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",180,33,"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",making matter difficult company said grappling higher oil gas price pushed cost energy raw material transportation,16,0
positive,"`` Beyond the improved voice capabilities , customers now have a streamlined way to comply with recalls and other traceability requirements , providing them with a competitive advantage .",187,29,"`` Beyond the improved voice capabilities , customers now have a streamlined way to comply with recalls and other traceability requirements , providing them with a competitive advantage .",beyond improved voice capability customer streamlined way comply recall traceability requirement providing competitive advantage,14,2
positive,Finnair was able to operate most of its leisure flights despite the strike .,76,14,Finnair was able to operate most of its leisure flights despite the strike .,finnair able operate leisure flight despite strike,7,2
neutral,"The business idea of Budget Sport is to offer customers a wide range of high-quality sports equipment and clothing at low prices , the company said .",149,27,"The business idea of Budget Sport is to offer customers a wide range of high-quality sports equipment and clothing at low prices , the company said .",business idea budget sport offer customer wide range high quality sport equipment clothing low price company said,17,1
neutral,One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .,132,22,One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .,one headboxes equipped modern consistency control system ensure cross machine profile plasterboard,12,1
neutral,"One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard , company said in a statement received by Lesprom Network .",190,32,"One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard , company said in a statement received by Lesprom Network .",one headboxes equipped modern consistency control system ensure cross machine profile plasterboard company said statement received lesprom network,18,1
negative,Small investors have voiced fears that the shares will end up with risk investors .,83,15,Small investors have voiced fears that the shares will end up with risk investors .,small investor voiced fear share end risk investor,8,0
negative,"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan .",130,22,"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan .",result also burdened increased fixed cost associated operation china restructuring cost japan,12,0
positive,"As part of the transaction , M-real and Sappi have also signed a long-term agreement on the supply of pulp and BCTMP and other smaller services and supplies .",158,29,"As part of the transaction , M-real and Sappi have also signed a long-term agreement on the supply of pulp and BCTMP and other smaller services and supplies .",part transaction real sappi also signed long term agreement supply pulp bctmp smaller service supply,15,2
neutral,Sales were down 14 per cent in Finland and up 27 per cent abroad where sales were lifted by the strong growth in sales in Russia and Lithuania .,144,29,Sales were down 14 per cent in Finland and up 27 per cent abroad where sales were lifted by the strong growth in sales in Russia and Lithuania .,sale per cent finland per cent abroad sale lifted strong growth sale russia lithuania,14,1
neutral,"In Asia earlier , Japan 's Nikkei index fell 0.62 percent and Hong Kong 's Hang Seng Index rose 0.56 percent .",110,22,"In Asia earlier , Japan 's Nikkei index fell 0.62 percent and Hong Kong 's Hang Seng Index rose 0.56 percent .",asia earlier japan nikkei index fell percent hong kong hang seng index rose percent,14,1
neutral,4 February 2011 - Finnish privacy and security software developer Tectia Oyj ( HEL : TEC1V ) said Wednesday it has set up two strategic business units - managed security and mobile authentication .,197,34,4 February 2011 - Finnish privacy and security software developer Tectia Oyj ( HEL : TEC1V ) said Wednesday it has set up two strategic business units - managed security and mobile authentication .,february finnish privacy security software developer tectia oyj hel said wednesday set two strategic business unit managed security mobile authentication,20,1
negative,"Operating profit for the 12-month period decreased from EUR2 .9 m while turnover increased from EUR24 .5 m , as compared to the financial year 2004 .",149,27,"Operating profit for the 12-month period decreased from EUR2 .9 m while turnover increased from EUR24 .5 m , as compared to the financial year 2004 .",operating profit month period decreased turnover increased compared financial year,10,0
negative,"Operating profit for the 12-month period decreased from EUR28 .2 m while net turnover increased from EUR313 .42 m , as compared to the financial year 2004 .",156,28,"Operating profit for the 12-month period decreased from EUR28 .2 m while net turnover increased from EUR313 .42 m , as compared to the financial year 2004 .",operating profit month period decreased net turnover increased compared financial year,11,0
negative,"Operating profit for the 12-month period decreased from EUR5 .4 m while net sales increased from EUR62 .0 m , as compared to the financial year 2004 .",150,28,"Operating profit for the 12-month period decreased from EUR5 .4 m while net sales increased from EUR62 .0 m , as compared to the financial year 2004 .",operating profit month period decreased net sale increased compared financial year,11,0
neutral,"Operating profit for the 12-month period decreased from EUR9 .6 m while net sales increased from EUR69 .0 m , as compared to 2005 .",131,25,"Operating profit for the 12-month period decreased from EUR9 .6 m while net sales increased from EUR69 .0 m , as compared to 2005 .",operating profit month period decreased net sale increased compared,9,1
neutral,"Operating profit for the six-month period decreased from EUR111 .9 m , while sales increased from EUR1 ,275 m , as compared to the corresponding period in 2006 .",161,29,"Operating profit for the six-month period decreased from EUR111 .9 m , while sales increased from EUR1 ,275 m , as compared to the corresponding period in 2006 .",operating profit six month period decreased sale increased compared corresponding period,11,1
negative,"Operating profit for the six-month period decreased from EUR21m , while net sales increased from EUR436 .9 m , as compared to the corresponding period in 2007 .",160,28,"Operating profit for the six-month period decreased from EUR21m , while net sales increased from EUR436 .9 m , as compared to the corresponding period in 2007 .",operating profit six month period decreased net sale increased compared corresponding period,12,0
negative,"Operating profit for the three-month period decreased from EUR1 .65 m while net sales increased from EUR14 .6 m , as compared to the corresponding period in 2005 .",163,29,"Operating profit for the three-month period decreased from EUR1 .65 m while net sales increased from EUR14 .6 m , as compared to the corresponding period in 2005 .",operating profit three month period decreased net sale increased compared corresponding period,12,0
negative,"In the first half of 2008 , the Bank 's operating profit fell to EUR 11.8 mn from EUR 18.9 mn , while net interest income increased to EUR 20.9 mn from EUR 18.8 mn in the first half of 2007 .",191,42,"In the first half of 2008 , the Bank 's operating profit fell to EUR 11.8 mn from EUR 18.9 mn , while net interest income increased to EUR 20.9 mn from EUR 18.8 mn in the first half of 2007 .",first half bank operating profit fell eur mn eur mn net interest income increased eur mn eur mn first half,20,0
negative,"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 .",136,26,"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 .",operating profit month period decreased net sale increased compared,9,0
negative,"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .",132,25,"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .",operating profit month period decreased net sale increased compared,9,0
negative,"Operating profit for the nine-month period decreased from EUR19 .9 m while net sales increased from EUR155 .7 m , as compared to the corresponding period in 2007 .",163,29,"Operating profit for the nine-month period decreased from EUR19 .9 m while net sales increased from EUR155 .7 m , as compared to the corresponding period in 2007 .",operating profit nine month period decreased net sale increased compared corresponding period,12,0
negative,"Comparable operating profit for the quarter decreased from EUR510m while sales increased from EUR860m , as compared to the third quarter 2007 .",143,23,"Comparable operating profit for the quarter decreased from EUR510m while sales increased from EUR860m , as compared to the third quarter 2007 .",comparable operating profit quarter decreased sale increased compared third quarter,10,0
negative,"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors .",193,37,"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors .",earlier today geberit finnish rival uponor oyj cut full year sale growth forecast pct pct blaming tough condition germany u well currency factor,23,0
positive,"In the fourth quarter of 2009 , Atria 's net loss shrank to EUR 1.2 million from EUR 5.9 million and net sales contracted to EUR 340.4 million from EUR 361.1 million .",167,33,"In the fourth quarter of 2009 , Atria 's net loss shrank to EUR 1.2 million from EUR 5.9 million and net sales contracted to EUR 340.4 million from EUR 361.1 million .",fourth quarter atrium net loss shrank eur million eur million net sale contracted eur million eur million,17,2
negative,"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 .",97,22,"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 .",operating loss totalled eur mn profit eur mn first half,10,0
negative,"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",71,16,"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",operating loss totalled eur mn profit eur mn,8,0
negative,"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 .",75,18,"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 .",pretax loss totaled eur mn profit eur mn,8,0
negative,"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 .",87,21,"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 .",group operating loss eur mn profit eur mn,8,0
negative,"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier .",143,27,"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier .",finnish national carrier said net loss april june million net profit million year earlier,14,0
negative,"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn .",83,19,"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn .",generated operating loss eur mn profit eur mn,8,0
neutral,"The highest growth would be in China , while weakening demand would continue in North America , UPM said .",106,20,"The highest growth would be in China , while weakening demand would continue in North America , UPM said .",highest growth would china weakening demand would continue north america upm said,12,1
negative,"UPM said the move will lower net profit by  x20ac 385 million US$ 520 million in the second quarter , mainly due to impairment charges .",136,26,"UPM said the move will lower net profit by  x20ac 385 million US$ 520 million in the second quarter , mainly due to impairment charges .",upm said move lower net profit million u million second quarter mainly due impairment charge,15,0
neutral,"Marubeni has participated in GHG - Green House Gas - emission reduction projects overseas , obtained emissions credit from its projects and has provided these to Japanese clients .",180,29,"Marubeni has participated in GHG - Green House Gas - emission reduction projects overseas , obtained emissions credit from its projects and has provided these to Japanese clients .",marubeni participated ghg green house gas emission reduction project overseas obtained emission credit project provided japanese client,17,1
positive,"The two companies will also partner in further developing Raiso 's cholesterol lowering brand , Benecol .",105,17,"The two companies will also partner in further developing Raiso 's cholesterol lowering brand , Benecol .",two company also partner developing raiso cholesterol lowering brand benecol,10,2
neutral,"Below are consolidated , unaudited results for Amanda Capital under IFRS reporting standards .",94,14,"Below are consolidated , unaudited results for Amanda Capital under IFRS reporting standards .",consolidated unaudited result amanda capital ifrs reporting standard,8,1
neutral,Below are unaudited consolidated results for Aspocomp Group under IFRS reporting standards .,92,13,Below are unaudited consolidated results for Aspocomp Group under IFRS reporting standards .,unaudited consolidated result aspocomp group ifrs reporting standard,8,1
neutral,"ASPOCOMP GROUP OYJ STOCK EXCHANGE RELEASE December 15 , 2006 at 4:50 PM According to the disclosure received today by Aspocomp Group Oyj , the share of Henrik Nyberg in Aspocomp Group Oyj 's share capital and votes has decreased below 5 percent .",246,44,"ASPOCOMP GROUP OYJ STOCK EXCHANGE RELEASE December 15 , 2006 at 4:50 PM According to the disclosure received today by Aspocomp Group Oyj , the share of Henrik Nyberg in Aspocomp Group Oyj 's share capital and votes has decreased below 5 percent .",aspocomp group oyj stock exchange release december pm according disclosure received today aspocomp group oyj share henrik nyberg aspocomp group oyj share capital vote decreased percent,26,1
neutral,Sales fell abroad but increased in Finland .,44,8,Sales fell abroad but increased in Finland .,sale fell abroad increased finland,5,1
negative,"Since the association 's data do not cover sales figures from about 100 small local breweries and sales of imported beer products , the actual market shares of its members are smaller than those given in the report .",216,39,"Since the association 's data do not cover sales figures from about 100 small local breweries and sales of imported beer products , the actual market shares of its members are smaller than those given in the report .",since association data cover sale figure small local brewery sale imported beer product actual market share member smaller given report,20,0
neutral,Total two offers were received by Contracting Authority for participating in this contract ; however the contract was allotted to Affecto Finland Oy .,150,24,Total two offers were received by Contracting Authority for participating in this contract ; however the contract was allotted to Affecto Finland Oy .,total two offer received contracting authority participating contract however contract allotted affecto finland oy,14,1
negative,"At 1.33 pm , the OMX Helsinki 25 was 0.30 pct lower at 2,463.67 and the OMX Helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur .",141,31,"At 1.33 pm , the OMX Helsinki 25 was 0.30 pct lower at 2,463.67 and the OMX Helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur .",pm omx helsinki pct lower omx helsinki pct volume mln eur,11,0
negative,"At 12.01 pm , the OMX Helsinki 25 was down 0.66 pct to 3,143.57 and the OMX Helsinki was 0.67 pct lower at 10,530.74 on 253 mln eur turnover .",142,30,"At 12.01 pm , the OMX Helsinki 25 was down 0.66 pct to 3,143.57 and the OMX Helsinki was 0.67 pct lower at 10,530.74 on 253 mln eur turnover .",pm omx helsinki pct omx helsinki pct lower mln eur turnover,11,0
neutral,"Compared with the FTSE 100 index , which fell 35.2 points ( or 0.6 % ) on the day , this was a relative price change of 0.6 % .",127,30,"Compared with the FTSE 100 index , which fell 35.2 points ( or 0.6 % ) on the day , this was a relative price change of 0.6 % .",compared ftse index fell point day relative price change,9,1
neutral,Elcoteq SE is Europe 's largest contract electronics maker and has set up a unit in Bangalore in association with Avista Advisory of Mumbai .,141,25,Elcoteq SE is Europe 's largest contract electronics maker and has set up a unit in Bangalore in association with Avista Advisory of Mumbai .,elcoteq se europe largest contract electronics maker set unit bangalore association avista advisory mumbai,14,1
negative,HELSINKI ( AFX ) - KCI Konecranes said that Franklin Resources Inc 's share of voting rights in the Finnish cranes company fell last week to 4.65 pct from more than 9 pct in October 2005 .,188,37,HELSINKI ( AFX ) - KCI Konecranes said that Franklin Resources Inc 's share of voting rights in the Finnish cranes company fell last week to 4.65 pct from more than 9 pct in October 2005 .,helsinki afx kci konecranes said franklin resource inc share voting right finnish crane company fell last week pct pct october,20,0
negative,"In January-August 2009 , imports by sea in container , lorry , and trailer units fell by 27.7 % and exports by 28.6 % from the corresponding period in 2008 .",157,31,"In January-August 2009 , imports by sea in container , lorry , and trailer units fell by 27.7 % and exports by 28.6 % from the corresponding period in 2008 .",january august import sea container lorry trailer unit fell export corresponding period,12,0
neutral,Liora 's got a brand-new bag .,30,7,Liora 's got a brand-new bag .,liora got brand new bag,5,1
negative,The airline 's share price closed down slightly at (  x20ac ) 12.51 ( $ 15US .74 ) in Helsinki .,96,21,The airline 's share price closed down slightly at (  x20ac ) 12.51 ( $ 15US .74 ) in Helsinki .,airline share price closed slightly helsinki,6,0
negative,"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",132,26,"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",omx helsinki ended pct lower omx helsinki pct bln eur turnover,11,0
